Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
21.0,70.7,Low,High,No,4.0,76.0,Low,Yes,2,59.3
17.4,73.8,Low,Medium,Yes,8.4,99.4,Medium,Yes,3,68.9
7.9,86.0,Medium,High,No,8.2,93.8,Low,No,1,59.8
32.8,95.3,Medium,Medium,Yes,6.7,65.4,High,Yes,1,70.7
21.4,67.4,High,High,Yes,4.6,77.6,Medium,Yes,0,60.3
22.9,93.6,High,Low,Yes,7.5,50.0,Medium,Yes,1,52.0
20.2,64.9,High,Medium,No,7.6,70.5,Medium,Yes,2,54.5
16.1,68.6,Medium,Low,Yes,6.6,58.2,Medium,Yes,0,46.4
19.4,61.5,Medium,High,No,7.4,85.6,Medium,Yes,3,66.2
10.9,65.6,Medium,High,Yes,8.6,61.1,Medium,Yes,3,51.9
34.2,96.7,Medium,Low,Yes,10.0,87.4,Medium,Yes,0,72.8
13.1,78.4,Medium,Low,Yes,7.4,65.7,High,Yes,1,49.5
14.3,63.1,Medium,Medium,Yes,7.6,96.3,High,Yes,3,67.5
17.9,98.4,Medium,Low,Yes,6.1,72.3,Medium,Yes,2,59.2
28.2,95.2,Medium,Medium,Yes,6.5,92.0,High,No,3,72.0
20.6,90.2,Low,Medium,No,7.0,81.4,High,Yes,3,74.5
13.1,97.3,Low,High,Yes,8.7,98.9,Medium,Yes,0,69.9
28.0,68.8,Medium,High,Yes,8.3,87.1,Medium,Yes,1,68.8
24.9,93.5,Low,Medium,Yes,9.7,86.4,Medium,Yes,3,74.8
23.7,87.6,High,Low,Yes,5.3,63.2,Low,No,3,53.5
24.8,94.8,Low,Medium,Yes,5.5,75.2,Low,Yes,2,69.4
34.9,91.9,High,Medium,No,8.6,64.5,High,Yes,2,75.9
33.6,73.9,Medium,Medium,No,9.1,51.0,Medium,Yes,1,52.2
16.4,91.0,Low,Medium,No,7.2,85.5,Low,Yes,0,56.7
30.2,70.5,High,High,Yes,4.0,61.8,Medium,Yes,0,61.6
22.8,73.1,Medium,High,Yes,6.2,69.9,Medium,Yes,1,60.7
23.5,64.3,Medium,Low,Yes,7.6,64.2,High,Yes,3,58.1
10.3,97.4,High,Medium,Yes,6.0,60.0,Medium,Yes,1,52.9
19.5,71.6,Low,High,Yes,7.4,53.4,Medium,Yes,1,43.4
15.6,80.8,Medium,High,Yes,9.7,66.9,Low,Yes,1,49.1
25.5,75.7,High,Medium,No,9.1,54.1,Medium,Yes,1,51.2
26.9,98.4,Medium,High,No,8.3,77.0,High,Yes,0,74.7
8.1,73.4,Medium,Medium,Yes,7.1,51.0,Medium,Yes,0,31.3
20.4,91.1,Low,Medium,No,6.6,97.0,Medium,Yes,1,71.5
27.2,94.2,High,Medium,No,8.2,98.3,High,Yes,1,77.5
19.4,77.4,Medium,High,Yes,7.2,65.2,Low,Yes,0,54.8
24.9,75.1,Low,Medium,No,7.3,63.0,Low,No,4,61.4
22.6,89.9,Medium,Low,Yes,5.2,55.2,Medium,Yes,0,58.4
22.5,96.5,High,High,No,6.3,95.2,Low,Yes,1,66.7
18.9,90.2,Low,High,Yes,8.2,79.3,Low,Yes,3,61.3
13.2,69.1,High,High,Yes,5.8,80.5,Medium,Yes,4,62.1
13.8,95.5,Medium,Medium,Yes,7.5,94.8,Medium,No,3,75.4
24.8,75.5,Medium,High,No,7.7,95.5,High,Yes,3,79.4
20.6,83.0,High,Low,Yes,7.8,91.4,Low,Yes,1,62.4
19.7,93.3,High,Medium,Yes,7.9,88.7,High,Yes,2,76.9
18.0,67.5,Medium,Medium,Yes,8.0,93.9,Medium,Yes,2,63.3
18.7,91.4,Low,Medium,Yes,6.4,93.8,Medium,No,0,71.7
26.8,83.8,High,Medium,No,5.3,68.4,Low,Yes,4,70.1
18.5,95.7,Medium,High,No,6.1,98.7,Medium,Yes,5,78.6
12.5,66.9,Medium,Medium,No,8.1,85.5,High,Yes,1,53.4
25.0,76.8,Medium,Medium,No,5.6,68.5,Medium,Yes,0,58.3
19.3,93.3,High,Low,No,5.8,72.1,Low,Yes,0,60.7
20.7,60.8,High,Low,No,5.8,84.4,Medium,Yes,1,59.8
30.1,64.5,High,Low,No,4.8,68.1,Medium,No,2,53.7
20.4,99.6,Medium,High,Yes,5.7,91.3,Low,Yes,2,75.8
22.2,71.2,Medium,High,Yes,8.5,57.4,High,Yes,2,61.7
13.4,99.0,Medium,High,No,6.3,95.4,Medium,Yes,3,76.5
19.2,67.3,Medium,Low,No,4.9,65.1,Medium,Yes,3,58.1
24.2,74.4,Medium,Medium,No,6.5,57.6,Medium,Yes,3,54.8
11.2,90.1,Medium,Low,Yes,7.9,92.9,Low,Yes,1,62.6
21.7,86.3,Low,High,No,4.8,62.0,High,No,0,57.5
21.1,83.2,Medium,Medium,No,8.4,92.2,Low,Yes,1,60.0
20.7,81.2,Medium,Low,Yes,5.3,64.8,Medium,Yes,0,49.3
26.7,93.7,High,Medium,Yes,6.7,96.7,Medium,No,2,79.2
22.5,69.4,Medium,Medium,Yes,6.7,61.0,Medium,No,3,54.6
29.4,77.7,Low,Medium,No,6.5,53.5,Medium,Yes,0,60.5
14.5,66.2,Medium,Medium,No,7.1,96.8,Medium,Yes,2,68.1
21.3,83.8,High,High,No,8.2,58.3,High,Yes,2,63.6
21.0,70.0,Medium,High,Yes,7.1,97.2,Medium,Yes,2,76.0
14.1,73.4,Medium,Medium,No,6.4,91.2,High,Yes,2,60.9
26.2,78.9,Medium,Medium,Yes,7.8,54.1,Medium,No,2,60.0
34.4,61.1,Medium,High,Yes,7.5,72.3,Low,No,2,66.1
20.4,63.7,High,Medium,Yes,6.3,53.7,Low,No,2,41.4
23.5,87.4,Low,Low,No,7.3,66.5,High,Yes,3,60.8
21.0,77.2,Medium,High,Yes,6.2,67.6,Medium,Yes,0,56.4
16.2,94.6,Medium,Low,Yes,6.1,80.0,Medium,Yes,1,59.4
9.6,87.8,Low,Low,Yes,8.2,98.8,High,Yes,2,66.7
16.3,60.3,Medium,Low,Yes,7.8,58.5,Low,Yes,3,42.3
12.1,84.7,Medium,Low,No,8.2,66.5,Medium,Yes,0,54.7
30.7,63.7,Medium,Low,Yes,8.0,79.4,Medium,Yes,1,57.5
19.8,91.2,High,Low,No,6.0,58.6,Medium,No,2,49.7
18.4,99.7,High,Medium,No,8.5,85.5,Medium,Yes,1,62.9
25.8,81.2,Medium,Medium,Yes,6.8,70.2,Medium,Yes,0,57.3
13.8,87.3,Medium,Low,No,8.4,97.5,Low,No,2,59.9
15.9,69.5,Medium,Medium,Yes,7.0,81.5,Medium,No,1,64.3
20.9,77.5,Medium,Medium,No,7.6,68.2,Medium,Yes,1,54.2
26.7,94.2,Medium,Low,Yes,7.6,86.0,High,Yes,1,71.3
23.5,66.7,High,Medium,No,8.3,91.9,Low,No,3,60.7
22.0,70.6,Low,Medium,No,5.1,90.0,High,No,0,64.4
21.0,77.8,High,Medium,Yes,5.2,63.1,Medium,Yes,1,57.3
22.9,88.5,Low,Medium,Yes,8.1,70.8,Medium,Yes,3,67.0
21.7,75.0,Medium,Medium,Yes,7.7,72.6,Medium,Yes,0,61.0
14.3,97.1,Medium,Medium,Yes,6.2,69.4,Medium,Yes,4,57.8
20.8,63.8,Medium,High,Yes,7.7,65.5,Medium,Yes,1,52.2
14.1,74.8,Low,Medium,No,5.4,87.6,High,Yes,2,67.7
21.0,88.4,High,Medium,Yes,10.0,50.6,Medium,Yes,0,50.4
17.6,69.0,High,Medium,Yes,8.9,64.7,High,Yes,1,54.5
35.7,86.3,Medium,High,Yes,8.0,57.1,Medium,Yes,2,68.9
20.3,66.6,Medium,Low,Yes,7.3,56.4,High,Yes,2,56.0
12.1,62.2,High,Medium,Yes,6.4,63.8,Low,Yes,0,39.4
19.7,64.8,High,Medium,No,5.5,88.1,Medium,Yes,1,61.1
23.6,97.2,Medium,Medium,No,7.1,98.5,High,Yes,0,75.5
30.5,82.1,Medium,High,Yes,6.1,75.7,High,Yes,0,66.1
17.0,91.9,Medium,High,Yes,6.2,66.9,Medium,Yes,2,61.5
11.0,73.3,Medium,Low,Yes,5.4,91.5,Medium,No,3,58.2
25.4,83.7,Medium,Medium,No,7.5,53.4,Medium,No,3,57.8
12.2,79.8,Medium,High,No,6.7,54.7,Medium,Yes,1,51.3
17.9,97.8,Low,Medium,No,7.9,67.3,Medium,Yes,1,59.8
19.0,89.9,Medium,Medium,Yes,7.8,72.4,Medium,Yes,1,56.3
20.1,89.2,Medium,High,No,7.5,89.9,Low,Yes,1,67.2
24.6,61.9,High,Medium,Yes,10.0,96.3,Medium,Yes,0,66.2
16.4,82.0,High,High,Yes,8.3,76.6,Medium,Yes,0,56.6
18.9,78.7,Medium,Medium,No,5.6,74.8,Low,Yes,0,50.5
20.4,97.1,Medium,Medium,Yes,7.8,60.7,Medium,Yes,3,61.1
21.4,70.3,Low,Medium,Yes,7.1,72.6,Medium,Yes,2,53.4
21.1,70.8,Medium,High,Yes,5.5,96.2,Low,Yes,0,60.0
23.1,76.5,Low,Medium,Yes,5.4,69.6,Medium,Yes,0,51.9
25.6,69.7,Medium,Medium,Yes,7.8,60.5,Medium,Yes,1,50.2
22.9,65.2,Medium,High,Yes,8.1,66.9,Medium,No,1,55.1
23.2,94.3,Medium,Medium,Yes,5.8,75.7,Low,Yes,3,68.8
11.0,82.3,Low,Medium,No,8.5,79.9,Medium,Yes,0,57.5
20.8,94.5,High,Medium,Yes,7.6,71.6,Low,Yes,3,66.0
23.4,93.2,Medium,Medium,No,8.8,87.9,Low,Yes,1,63.9
24.9,71.3,Low,Low,Yes,8.6,79.2,Medium,Yes,0,50.8
16.3,81.9,Low,Medium,Yes,7.0,83.3,Medium,Yes,4,63.1
16.5,63.3,Medium,High,Yes,9.3,93.1,Low,Yes,2,66.3
17.1,96.6,Low,Medium,No,5.7,93.3,Low,No,2,65.3
23.7,76.2,High,High,No,10.0,60.2,Low,Yes,1,54.0
26.7,75.7,Medium,Medium,Yes,6.1,81.2,Medium,Yes,0,62.8
18.1,72.1,High,High,No,7.1,85.8,Low,No,4,67.4
25.9,78.4,Low,Medium,No,6.5,57.3,Medium,Yes,2,60.5
21.2,70.1,Medium,Low,Yes,6.7,92.1,High,Yes,4,64.4
19.8,75.0,Medium,Medium,No,10.0,59.0,Low,Yes,2,40.8
19.2,92.0,Medium,Medium,Yes,6.6,90.0,Medium,Yes,1,70.0
25.0,93.4,Medium,Medium,Yes,8.3,58.1,High,Yes,0,59.1
22.5,72.2,High,Medium,Yes,6.9,87.1,Low,Yes,2,65.4
34.2,78.8,Medium,Medium,No,8.4,57.4,Medium,Yes,3,62.6
15.4,95.0,Medium,Medium,Yes,6.5,68.9,Medium,Yes,4,63.9
23.6,62.1,High,Medium,No,7.5,57.2,High,Yes,1,53.4
17.3,95.6,Low,High,No,8.0,63.5,High,Yes,0,57.0
15.3,68.8,Low,High,Yes,6.3,99.2,Medium,Yes,2,66.0
20.4,87.1,Medium,Medium,Yes,10.0,55.4,Low,Yes,3,52.6
21.3,83.3,Medium,Medium,No,8.1,70.3,Medium,Yes,4,66.0
38.0,82.1,Medium,Medium,Yes,6.9,83.8,High,No,1,76.6
19.4,94.4,Low,High,Yes,6.3,54.7,Low,Yes,1,48.6
13.7,64.1,Medium,High,No,7.3,55.5,High,Yes,3,59.4
22.1,73.9,Medium,Medium,No,5.6,57.2,High,Yes,3,59.7
8.1,81.5,Medium,Low,No,9.5,82.2,Low,Yes,1,56.0
19.9,92.5,Medium,Low,Yes,7.8,95.5,Medium,Yes,4,68.3
20.6,68.7,Medium,Medium,Yes,7.1,91.3,Low,Yes,2,61.6
25.3,92.1,High,Medium,No,8.6,99.2,Medium,Yes,1,75.5
26.3,76.0,Medium,Medium,No,6.3,78.9,Medium,Yes,0,65.2
17.5,67.6,High,Medium,Yes,5.7,98.1,Medium,Yes,1,57.2
19.6,90.4,Medium,Medium,No,7.0,65.2,Medium,Yes,0,48.5
15.9,63.6,Medium,High,Yes,7.4,71.1,Medium,Yes,2,53.1
13.7,80.6,Medium,Medium,Yes,7.9,69.8,Medium,Yes,1,55.9
22.4,62.6,High,Low,Yes,5.3,52.4,Medium,Yes,0,42.2
12.9,74.3,Medium,Medium,Yes,6.6,91.5,High,Yes,3,66.2
18.0,84.0,High,Medium,No,4.0,51.2,Medium,No,3,52.8
14.5,82.2,High,High,Yes,5.7,86.5,Medium,No,1,59.9
23.8,76.2,Low,Medium,Yes,8.1,70.4,Medium,Yes,2,66.5
31.3,77.2,Low,Medium,No,8.4,50.3,Low,Yes,2,51.2
12.7,69.1,Low,Medium,No,5.7,64.5,Low,No,2,39.0
9.4,78.2,Medium,Medium,Yes,6.8,67.3,Medium,No,2,47.3
19.8,98.1,Low,High,No,7.2,98.2,Medium,Yes,2,72.4
20.6,94.0,High,Low,No,8.6,83.1,Medium,Yes,3,67.6
21.8,65.8,Low,Medium,No,9.2,77.2,High,Yes,4,67.0
17.8,61.2,Medium,Low,No,7.4,56.4,Medium,Yes,1,47.3
19.3,97.3,Low,Medium,Yes,6.9,69.6,Medium,Yes,0,66.4
22.7,81.1,High,Medium,Yes,5.3,51.8,High,Yes,3,58.2
26.7,81.5,Medium,Low,No,7.3,88.1,Medium,Yes,2,71.9
8.8,91.2,High,Medium,No,9.9,58.1,Medium,Yes,6,54.0
18.3,72.6,High,High,Yes,8.9,79.7,High,Yes,2,66.5
21.8,79.3,Medium,Medium,Yes,7.4,85.0,Medium,Yes,5,69.0
15.0,98.7,Medium,Low,No,7.6,68.3,Medium,Yes,1,55.0
30.9,86.9,Low,Medium,Yes,6.3,81.6,High,Yes,0,72.2
16.7,66.1,Medium,Low,Yes,6.7,88.2,Medium,Yes,0,60.5
20.3,65.3,Medium,Medium,Yes,7.4,59.2,Low,Yes,2,48.7
23.8,68.2,Low,Medium,Yes,7.4,80.0,High,Yes,1,64.2
17.0,90.7,Low,Low,Yes,8.5,86.7,High,Yes,1,66.8
9.4,71.8,Medium,High,Yes,8.5,67.9,Low,Yes,3,54.2
17.9,60.9,Medium,Low,Yes,7.9,58.1,Medium,Yes,0,38.5
26.7,97.8,Medium,High,No,5.9,64.3,Medium,Yes,1,65.8
18.5,66.8,Medium,High,No,6.0,96.7,High,Yes,2,65.8
15.4,60.4,High,High,No,6.0,67.9,Low,Yes,3,57.2
26.1,69.5,Medium,Medium,No,7.5,55.4,Medium,Yes,2,56.1
18.5,69.4,Low,High,No,4.6,54.1,Medium,Yes,2,56.5
17.4,76.9,High,High,Yes,7.2,59.0,Medium,Yes,3,49.3
21.4,96.8,High,Low,Yes,9.0,56.4,High,Yes,1,56.6
25.1,95.2,Low,Medium,Yes,8.1,74.8,High,Yes,1,72.0
34.8,78.3,Medium,Low,Yes,6.7,67.4,Low,Yes,0,64.1
25.5,76.4,Medium,Medium,Yes,6.3,92.1,Medium,Yes,1,70.3
27.5,82.2,Low,Medium,No,8.2,94.1,Low,No,0,65.9
17.5,69.7,High,Medium,Yes,7.6,73.7,Medium,No,0,52.8
14.3,62.1,Medium,High,Yes,6.9,94.4,Medium,Yes,2,59.6
20.9,97.6,High,Low,No,6.4,72.5,Medium,Yes,1,66.4
21.1,67.5,Medium,High,Yes,7.3,82.1,Low,Yes,1,62.1
14.0,67.9,Medium,Low,No,6.8,58.1,Low,Yes,0,39.5
19.4,78.9,Low,Medium,Yes,8.2,52.6,Low,Yes,3,52.1
22.9,79.7,Medium,Low,Yes,8.8,58.0,Medium,Yes,2,53.4
22.7,60.7,Low,Medium,No,5.4,62.6,Medium,Yes,0,49.6
23.5,65.9,Medium,High,No,5.6,87.5,Medium,Yes,2,64.3
22.2,75.1,Medium,Medium,Yes,9.0,58.7,Low,Yes,2,48.9
17.5,87.3,High,Medium,Yes,7.4,56.5,Medium,Yes,0,52.1
17.4,69.1,Medium,High,No,5.7,96.4,High,Yes,3,76.5
13.3,76.9,High,Low,Yes,8.5,84.4,Low,Yes,2,53.8
31.2,82.3,Medium,High,No,7.6,73.7,Medium,Yes,0,63.5
20.6,95.5,High,Low,No,10.0,54.7,Low,No,0,52.1
19.2,73.0,High,Low,Yes,6.9,92.6,Low,Yes,3,63.0
14.9,65.3,Medium,Low,No,8.6,55.4,Medium,Yes,1,34.7
38.1,79.6,High,High,No,5.3,80.6,Medium,Yes,2,73.2
14.1,89.9,Medium,Low,Yes,9.0,83.4,Medium,Yes,2,62.7
17.9,64.4,High,High,No,8.4,70.0,High,Yes,2,56.5
23.0,77.0,Medium,High,No,9.3,95.6,Medium,Yes,1,71.1
24.1,60.7,Medium,Medium,Yes,8.6,52.5,Medium,Yes,3,47.1
26.2,61.3,Medium,Medium,No,7.1,90.9,Medium,Yes,3,67.2
31.3,79.3,Low,High,Yes,5.7,77.7,Low,Yes,1,61.9
23.5,71.9,Medium,Medium,Yes,6.4,80.6,Medium,Yes,1,57.3
14.2,93.8,High,Low,No,4.9,99.3,Low,Yes,0,59.0
19.0,84.1,High,Medium,Yes,6.0,79.1,Low,Yes,0,60.4
22.3,78.2,Medium,High,No,7.8,89.9,Low,Yes,4,71.6
32.9,76.3,High,High,Yes,7.1,57.7,Low,Yes,2,68.3
12.1,79.9,High,Medium,Yes,6.9,90.5,Medium,No,2,60.0
27.7,61.6,Medium,Low,No,6.2,88.1,High,Yes,2,72.3
21.6,95.7,Low,High,No,4.9,98.4,High,Yes,1,85.4
25.5,99.9,Low,Low,No,7.4,96.8,Medium,Yes,2,79.5
19.9,67.3,High,High,No,7.7,60.7,Low,Yes,0,53.2
15.4,64.8,High,Low,Yes,5.9,73.2,Low,Yes,1,48.5
25.0,65.7,Medium,High,No,6.5,95.6,Low,Yes,3,70.8
24.4,86.4,Medium,High,Yes,9.2,82.0,Low,Yes,3,64.5
26.3,86.5,High,Medium,Yes,8.7,73.2,Medium,Yes,0,51.7
20.4,93.9,High,Low,Yes,5.3,55.4,High,Yes,1,56.5
16.9,90.1,High,Medium,No,7.1,67.6,Medium,Yes,1,52.9
11.1,78.0,Medium,Medium,Yes,9.1,83.3,High,Yes,1,58.4
25.4,84.5,Medium,Medium,Yes,6.9,88.8,Medium,Yes,2,67.4
23.0,87.5,Medium,Medium,Yes,6.9,72.4,Medium,Yes,0,61.6
14.7,80.5,Medium,Medium,Yes,8.6,52.8,High,Yes,1,49.7
17.3,79.0,High,Medium,No,8.5,81.7,Medium,Yes,0,63.9
17.7,85.8,Medium,High,Yes,8.4,96.1,Medium,Yes,1,66.8
11.6,82.3,High,Medium,Yes,6.9,74.8,Medium,Yes,2,57.1
15.6,85.8,Medium,Medium,Yes,8.1,96.4,Low,Yes,0,61.3
13.7,84.5,High,Medium,Yes,9.1,67.7,High,Yes,1,55.5
18.0,88.8,Medium,High,Yes,7.1,94.3,Low,Yes,2,68.0
16.1,85.7,Medium,Medium,Yes,6.7,89.3,Medium,Yes,2,71.6
10.7,80.8,Medium,Medium,Yes,8.8,98.1,Medium,Yes,2,68.2
32.6,87.3,Low,Low,Yes,9.9,89.6,Medium,Yes,1,70.5
28.0,78.0,High,High,No,9.9,66.1,Low,Yes,2,58.4
15.8,69.7,Medium,High,No,6.7,95.0,Low,Yes,2,60.3
22.1,60.1,Medium,Medium,Yes,6.8,83.5,Medium,Yes,1,60.6
23.0,82.4,High,Low,Yes,5.9,58.1,Medium,Yes,1,47.0
27.6,83.6,High,Medium,No,7.4,52.3,Low,Yes,3,54.8
15.6,98.9,Medium,High,Yes,5.8,68.3,High,Yes,1,64.5
27.1,74.5,High,Medium,Yes,6.5,89.3,Medium,Yes,1,65.5
17.2,75.8,Low,Low,Yes,8.1,80.9,Medium,Yes,3,60.5
12.5,68.1,Low,Medium,No,7.7,76.4,Medium,Yes,1,54.2
24.8,62.8,Medium,High,No,4.8,50.2,Low,Yes,2,42.5
28.2,90.9,Medium,Low,Yes,9.2,71.8,High,Yes,1,67.1
36.0,70.0,Medium,Medium,Yes,5.8,57.9,High,Yes,2,62.9
13.3,84.4,Medium,Medium,Yes,6.0,72.7,Medium,Yes,3,65.8
24.7,87.5,Medium,Medium,Yes,5.6,99.6,Medium,Yes,2,76.0
18.0,78.8,High,Medium,Yes,6.3,94.0,Medium,Yes,1,62.0
25.2,95.1,Medium,Medium,No,6.0,65.5,Medium,Yes,0,53.1
11.7,77.8,High,Low,Yes,6.1,79.7,Medium,Yes,2,55.3
12.9,71.4,High,Medium,Yes,4.0,75.1,Medium,Yes,0,57.3
15.8,95.8,Medium,Medium,Yes,7.4,56.5,Low,Yes,2,48.8
21.0,94.5,Medium,Low,Yes,7.5,99.5,Medium,Yes,1,72.1
16.7,66.6,Medium,Medium,No,10.0,71.3,Medium,No,1,56.3
24.5,61.0,High,Medium,Yes,7.8,75.3,Low,Yes,1,58.3
26.7,63.6,Low,Medium,Yes,6.6,82.4,Medium,Yes,2,64.7
24.1,71.5,Medium,Medium,Yes,5.6,59.6,Medium,Yes,0,50.0
30.2,98.9,High,Medium,Yes,7.1,61.1,Medium,Yes,1,62.8
23.0,82.3,Medium,Medium,No,7.8,59.6,Low,Yes,0,46.8
13.2,74.9,Medium,Medium,Yes,6.5,69.2,Medium,No,2,49.8
28.7,95.5,Medium,High,Yes,7.3,60.0,Medium,Yes,2,69.3
16.9,78.1,High,Medium,Yes,9.7,96.3,Medium,Yes,0,65.6
26.0,72.6,High,Medium,No,6.7,85.7,Medium,Yes,0,65.6
29.9,97.6,Medium,Low,No,4.7,94.9,Medium,Yes,1,72.1
23.2,94.0,Medium,Low,No,8.3,92.4,Medium,Yes,3,77.0
11.5,93.7,High,Low,Yes,7.6,85.2,Medium,Yes,1,58.3
15.0,80.5,High,High,No,5.0,62.1,Low,Yes,1,51.0
28.4,91.6,High,Medium,Yes,7.8,80.8,Medium,Yes,3,76.8
19.5,67.2,Medium,Medium,Yes,5.9,59.3,Medium,Yes,1,47.5
21.0,82.9,High,High,No,7.8,56.6,Medium,Yes,1,52.8
25.1,99.4,Medium,Low,Yes,9.7,81.6,Low,Yes,2,69.7
24.7,71.6,Low,Medium,Yes,7.0,81.2,Low,Yes,0,61.9
22.2,91.8,Medium,Medium,Yes,8.6,57.8,Low,Yes,1,54.7
19.2,79.6,Medium,Medium,Yes,5.6,67.6,Low,Yes,4,48.8
18.6,61.6,High,Medium,Yes,5.2,53.3,Medium,Yes,0,49.9
25.6,90.5,Low,Medium,No,9.8,85.8,Low,Yes,1,63.8
23.8,66.7,High,Medium,Yes,7.6,99.4,Medium,Yes,1,66.6
19.0,85.3,Medium,High,No,8.0,87.0,High,Yes,1,69.0
27.0,63.4,Medium,High,No,8.7,92.2,Low,Yes,1,61.5
19.7,97.9,Low,High,Yes,6.5,73.8,High,Yes,5,78.3
15.4,71.7,Medium,High,Yes,8.3,54.8,Medium,Yes,2,51.2
15.9,69.1,High,Medium,No,8.1,86.3,High,Yes,2,66.7
14.6,65.2,Medium,Medium,No,5.5,62.8,Low,Yes,0,40.8
18.9,97.8,Medium,Medium,Yes,9.2,69.4,High,Yes,3,70.1
27.9,88.5,Medium,High,Yes,8.9,85.2,High,Yes,2,82.2
15.7,89.7,High,Medium,No,5.5,95.2,High,Yes,3,67.8
21.6,80.0,Medium,Low,Yes,7.5,74.3,Medium,Yes,0,52.2
16.6,79.0,Medium,High,No,6.9,98.1,Low,No,0,60.8
18.9,64.4,Medium,High,Yes,9.0,76.0,Low,Yes,1,58.8
11.4,82.4,High,High,No,5.4,56.1,High,Yes,0,51.5
19.2,69.9,Medium,Low,Yes,10.0,75.9,Low,Yes,0,50.6
19.3,99.1,Low,Medium,No,7.0,93.0,Medium,Yes,3,74.6
23.7,91.9,High,Medium,No,8.2,76.9,Low,Yes,3,72.6
21.8,76.5,Medium,Medium,Yes,9.0,87.4,Medium,Yes,1,57.9
13.3,66.1,Low,Low,No,6.9,77.4,Medium,Yes,2,51.9
27.0,91.4,High,Medium,Yes,7.1,77.3,High,Yes,2,59.1
21.8,64.9,Medium,Low,Yes,6.5,64.2,High,No,0,54.8
21.7,67.6,Medium,Medium,No,6.0,60.1,Medium,Yes,2,57.9
20.4,68.5,Medium,High,Yes,7.6,63.9,Medium,Yes,1,53.8
17.4,82.3,High,High,Yes,7.0,72.0,Medium,Yes,0,60.3
21.8,91.5,Medium,Low,Yes,6.5,90.5,Low,Yes,0,56.4
23.4,72.6,Medium,Medium,Yes,6.6,91.4,High,Yes,1,71.5
10.0,63.4,Low,Low,No,7.9,58.2,Medium,Yes,3,54.3
17.3,78.6,High,Low,Yes,6.2,77.6,Medium,Yes,2,56.6
19.0,89.9,Medium,High,Yes,6.9,70.8,Low,Yes,3,62.9
22.0,68.9,Medium,High,Yes,8.4,78.5,Medium,Yes,3,62.5
27.7,68.8,Medium,High,Yes,7.5,82.4,Medium,Yes,2,69.0
15.9,97.9,Medium,Medium,Yes,5.8,64.0,Low,Yes,0,56.2
17.5,98.2,High,High,No,7.2,96.0,High,No,3,80.4
17.4,99.6,Medium,Low,Yes,7.8,96.8,Low,Yes,2,66.7
15.7,92.3,High,Medium,Yes,8.5,55.3,Medium,Yes,2,52.5
18.4,67.5,Medium,Low,No,6.2,85.2,Medium,Yes,1,53.3
25.1,68.5,High,High,Yes,6.5,51.7,High,Yes,1,60.0
14.2,73.6,Low,Medium,Yes,6.3,52.3,High,Yes,2,53.2
23.1,72.7,Medium,Low,No,6.4,97.9,High,Yes,1,65.0
10.3,98.3,High,Medium,Yes,7.7,84.7,Low,Yes,0,57.4
17.1,91.6,High,Low,Yes,8.0,66.2,High,Yes,2,55.4
18.5,89.0,Medium,Low,Yes,8.6,83.5,Low,No,2,58.5
30.5,67.4,Medium,Low,Yes,7.1,92.3,Low,Yes,1,68.4
18.9,96.4,Low,Low,Yes,5.4,93.5,Low,Yes,0,67.0
7.3,93.1,High,Medium,No,8.1,51.0,High,Yes,2,52.2
8.5,66.5,Medium,Medium,Yes,7.4,90.9,Medium,Yes,4,59.7
20.7,94.8,Medium,Medium,No,7.3,92.7,Medium,No,1,71.8
24.2,70.9,Low,Medium,No,5.5,79.8,Low,Yes,0,54.5
22.8,63.2,High,High,No,6.9,74.0,Low,Yes,1,59.4
21.5,86.3,Medium,Medium,Yes,5.6,55.5,Medium,Yes,1,53.8
27.5,86.2,Medium,Medium,Yes,7.8,62.0,Low,Yes,4,59.6
17.3,63.8,Medium,Medium,Yes,6.6,74.5,Medium,Yes,2,53.0
25.9,72.8,Medium,Medium,No,6.5,93.3,Medium,Yes,0,70.1
10.7,99.7,Medium,High,Yes,5.2,90.2,Medium,Yes,3,68.4
15.1,87.1,High,Medium,No,8.5,74.8,High,Yes,0,57.4
9.7,89.2,High,Low,Yes,6.9,89.3,Low,No,1,53.9
18.9,68.5,Medium,Medium,No,7.3,88.3,Low,Yes,3,56.9
20.2,63.2,High,Medium,Yes,6.2,79.0,Medium,Yes,1,58.5
21.2,71.1,Medium,Medium,No,5.1,61.0,High,Yes,1,57.0
20.9,70.0,Medium,High,Yes,6.5,67.4,Medium,No,1,51.1
14.9,69.4,High,High,No,6.7,58.2,High,Yes,0,46.8
19.4,67.7,Medium,Low,Yes,7.6,50.4,Medium,Yes,2,39.7
11.5,83.0,Medium,Medium,No,6.7,54.0,Low,Yes,1,48.4
28.7,73.1,High,High,No,6.3,88.0,Medium,Yes,3,76.0
18.7,92.8,Low,Medium,Yes,5.2,51.7,Low,Yes,0,51.9
17.6,67.4,High,Medium,Yes,7.3,70.0,Medium,Yes,2,61.5
30.0,78.6,High,Medium,Yes,6.2,99.3,Low,Yes,0,72.2
13.0,60.5,Medium,Medium,Yes,8.9,89.8,Low,Yes,0,52.6
13.7,79.3,Low,High,No,7.4,87.5,High,Yes,2,67.9
